WORD_SLOT1	WORD_SLOT2	Freq	FREQOFSLOT1	FREQOFSLOT2	RELATION	LLR	LOGODDSRATIO	MI	DELTAP1TO2	DELTAP2TO1
batter	betraying	0	6	2	repulsion	-0.122459606275533	-20.118523808237	-Inf	-0.0103092783505155	-0.0303030303030303
batter	breaking	0	6	2	repulsion	-0.122459606275533	-20.118523808237	-Inf	-0.0103092783505155	-0.0303030303030303
batter	carrying	0	6	2	repulsion	-0.122459606275533	-20.118523808237	-Inf	-0.0103092783505155	-0.0303030303030303
batter	changing	0	6	2	repulsion	-0.122459606275533	-20.118523808237	-Inf	-0.0103092783505155	-0.0303030303030303
batter	collaborating	0	6	2	repulsion	-0.122459606275533	-20.118523808237	-Inf	-0.0103092783505155	-0.0303030303030303
batter	confessing	0	6	2	repulsion	-0.122459606275533	-20.118523808237	-Inf	-0.0103092783505155	-0.0303030303030303
batter	creating	0	6	2	repulsion	-0.122459606275533	-20.118523808237	-Inf	-0.0103092783505155	-0.0303030303030303
batter	delaying	0	6	2	repulsion	-0.122459606275533	-20.118523808237	-Inf	-0.0103092783505155	-0.0303030303030303
batter	going	0	6	2	repulsion	-0.122459606275533	-20.118523808237	-Inf	-0.0103092783505155	-0.0303030303030303
batter	having	0	6	2	repulsion	-0.122459606275533	-20.118523808237	-Inf	-0.0103092783505155	-0.0303030303030303
batter	hearing	0	6	2	repulsion	-0.122459606275533	-20.118523808237	-Inf	-0.0103092783505155	-0.0303030303030303
batter	leaving	0	6	2	repulsion	-0.122459606275533	-20.118523808237	-Inf	-0.0103092783505155	-0.0303030303030303
batter	lending	0	6	2	repulsion	-0.122459606275533	-20.118523808237	-Inf	-0.0103092783505155	-0.0303030303030303
batter	offering	0	6	2	repulsion	-0.122459606275533	-20.118523808237	-Inf	-0.0103092783505155	-0.0303030303030303
batter	opening	0	6	2	repulsion	-0.122459606275533	-20.118523808237	-Inf	-0.0103092783505155	-0.0303030303030303
batter	reading	0	6	2	repulsion	-0.122459606275533	-20.118523808237	-Inf	-0.0103092783505155	-0.0303030303030303
batter	saying	0	6	2	repulsion	-0.122459606275533	-20.118523808237	-Inf	-0.0103092783505155	-0.0303030303030303
batter	tackling	0	6	2	repulsion	-0.122459606275533	-20.118523808237	-Inf	-0.0103092783505155	-0.0303030303030303
batter	telling	0	6	2	repulsion	-0.122459606275533	-20.118523808237	-Inf	-0.0103092783505155	-0.0303030303030303
batter	trying	0	6	2	repulsion	-0.122459606275533	-20.118523808237	-Inf	-0.0103092783505155	-0.0303030303030303
batter	using	0	6	2	repulsion	-0.122459606275533	-20.118523808237	-Inf	-0.0103092783505155	-0.0303030303030303
back	buying	0	3	9	repulsion	-0.278406006695494	-20.1202703399585	-Inf	-0.0456852791878173	-0.0157068062827225
bait	buying	0	3	9	repulsion	-0.278406006695494	-20.1202703399585	-Inf	-0.0456852791878173	-0.0157068062827225
beg	buying	0	3	9	repulsion	-0.278406006695494	-20.1202703399585	-Inf	-0.0456852791878173	-0.0157068062827225
bait	becoming	0	3	10	repulsion	-0.310152779077871	-20.2309642015955	-Inf	-0.050761421319797	-0.0157894736842105
beg	becoming	0	3	10	repulsion	-0.310152779077871	-20.2309642015955	-Inf	-0.050761421319797	-0.0157894736842105
back	doing	0	3	10	repulsion	-0.310152779077871	-20.2309642015955	-Inf	-0.050761421319797	-0.0157894736842105
bait	doing	0	3	10	repulsion	-0.310152779077871	-20.2309642015955	-Inf	-0.050761421319797	-0.0157894736842105
beg	doing	0	3	10	repulsion	-0.310152779077871	-20.2309642015955	-Inf	-0.050761421319797	-0.0157894736842105
alarm	buying	0	4	9	repulsion	-0.372173390654721	-20.331438870068	-Inf	-0.0459183673469388	-0.0209424083769634
alarm	becoming	0	4	10	repulsion	-0.414615401178102	-20.4421613291061	-Inf	-0.0510204081632653	-0.0210526315789474
alarm	doing	0	4	10	repulsion	-0.414615401178102	-20.4421613291061	-Inf	-0.0510204081632653	-0.0210526315789474
armtwist	adopting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	adopting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	asserting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	attempting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	attempting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	attending	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	attending	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	autographing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	autographing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	backtracking	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	choosing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	choosing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	concluding	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	concluding	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	confronting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	confronting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	coughing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	coughing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	cutting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	cutting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	dealing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	dealing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	denouncing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	denouncing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	denying	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	denying	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	devaluing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	devaluing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	endorsing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	endorsing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	expanding	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	expanding	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	falling	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	falling	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	fearing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	fearing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	following	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	forgetting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	granting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	handing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	holding	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	holding	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	laying	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	laying	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	letting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	letting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	loving	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	loving	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	meeting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	meeting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	murdering	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	murdering	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	opting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	opting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	parting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	passing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	passing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	producing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	producing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	rallying	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	rallying	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	releasing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	releasing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	respecting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	respecting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	responding	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	retreating	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	retreating	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	running	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	saving	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	selling	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	selling	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	sending	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	sending	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	setting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	setting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	settling	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	settling	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	shelling	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	shelling	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	shovelling	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	shovelling	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	spreading	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	spreading	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	standing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	standing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	staying	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	stepping	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	stepping	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	stopping	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	stopping	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	stumping	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	supplying	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	supplying	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	supporting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	surrendering	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	surrendering	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	undergoing	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	wanting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	wanting	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	wondering	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	wondering	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
armtwist	working	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
beguile	working	0	18	1	repulsion	-0.189117601142133	-20.4546950030396	-Inf	-0.00549450549450549	-0.0904522613065327
amaze	accepting	0	1	22	repulsion	-0.233687806019895	-20.4809612430544	-Inf	-0.110552763819095	-0.00561797752808989
americanise	accepting	0	1	22	repulsion	-0.233687806019895	-20.4809612430544	-Inf	-0.110552763819095	-0.00561797752808989
amuse	accepting	0	1	22	repulsion	-0.233687806019895	-20.4809612430544	-Inf	-0.110552763819095	-0.00561797752808989
anger	accepting	0	1	22	repulsion	-0.233687806019895	-20.4809612430544	-Inf	-0.110552763819095	-0.00561797752808989
appall	accepting	0	1	22	repulsion	-0.233687806019895	-20.4809612430544	-Inf	-0.110552763819095	-0.00561797752808989
assault	accepting	0	1	22	repulsion	-0.233687806019895	-20.4809612430544	-Inf	-0.110552763819095	-0.00561797752808989
baffle	accepting	0	1	22	repulsion	-0.233687806019895	-20.4809612430544	-Inf	-0.110552763819095	-0.00561797752808989
bandwagon	accepting	0	1	22	repulsion	-0.233687806019895	-20.4809612430544	-Inf	-0.110552763819095	-0.00561797752808989
bargain	accepting	0	1	22	repulsion	-0.233687806019895	-20.4809612430544	-Inf	-0.110552763819095	-0.00561797752808989
barrack	accepting	0	1	22	repulsion	-0.233687806019895	-20.4809612430544	-Inf	-0.110552763819095	-0.00561797752808989
bawl	accepting	0	1	22	repulsion	-0.233687806019895	-20.4809612430544	-Inf	-0.110552763819095	-0.00561797752808989
befriend	accepting	0	1	22	repulsion	-0.233687806019895	-20.4809612430544	-Inf	-0.110552763819095	-0.00561797752808989
belt	accepting	0	1	22	repulsion	-0.233687806019895	-20.4809612430544	-Inf	-0.110552763819095	-0.00561797752808989
berate	accepting	0	1	22	repulsion	-0.233687806019895	-20.4809612430544	-Inf	-0.110552763819095	-0.00561797752808989
bewitch	accepting	0	1	22	repulsion	-0.233687806019895	-20.4809612430544	-Inf	-0.110552763819095	-0.00561797752808989
batter	paying	0	6	3	repulsion	-0.18416129368853	-20.5292108599558	-Inf	-0.0154639175257732	-0.0304568527918782
batter	putting	0	6	3	repulsion	-0.18416129368853	-20.5292108599558	-Inf	-0.0154639175257732	-0.0304568527918782
beat	abandoning	0	11	2	repulsion	-0.227453475249304	-20.6650817201833	-Inf	-0.0105820105820106	-0.0555555555555556
beat	allowing	0	11	2	repulsion	-0.227453475249304	-20.6650817201833	-Inf	-0.0105820105820106	-0.0555555555555556
beat	banning	0	11	2	repulsion	-0.227453475249304	-20.6650817201833	-Inf	-0.0105820105820106	-0.0555555555555556
beat	believing	0	11	2	repulsion	-0.227453475249304	-20.6650817201833	-Inf	-0.0105820105820106	-0.0555555555555556
beat	betraying	0	11	2	repulsion	-0.227453475249304	-20.6650817201833	-Inf	-0.0105820105820106	-0.0555555555555556
beat	breaking	0	11	2	repulsion	-0.227453475249304	-20.6650817201833	-Inf	-0.0105820105820106	-0.0555555555555556
beat	carrying	0	11	2	repulsion	-0.227453475249304	-20.6650817201833	-Inf	-0.0105820105820106	-0.0555555555555556
beat	changing	0	11	2	repulsion	-0.227453475249304	-20.6650817201833	-Inf	-0.0105820105820106	-0.0555555555555556
beat	collaborating	0	11	2	repulsion	-0.227453475249304	-20.6650817201833	-Inf	-0.0105820105820106	-0.0555555555555556
beat	creating	0	11	2	repulsion	-0.227453475249304	-20.6650817201833	-Inf	-0.0105820105820106	-0.0555555555555556
beat	delaying	0	11	2	repulsion	-0.227453475249304	-20.6650817201833	-Inf	-0.0105820105820106	-0.0555555555555556
beat	going	0	11	2	repulsion	-0.227453475249304	-20.6650817201833	-Inf	-0.0105820105820106	-0.0555555555555556
beat	having	0	11	2	repulsion	-0.227453475249304	-20.6650817201833	-Inf	-0.0105820105820106	-0.0555555555555556
beat	hearing	0	11	2	repulsion	-0.227453475249304	-20.6650817201833	-Inf	-0.0105820105820106	-0.0555555555555556
beat	leaving	0	11	2	repulsion	-0.227453475249304	-20.6650817201833	-Inf	-0.0105820105820106	-0.0555555555555556
beat	lending	0	11	2	repulsion	-0.227453475249304	-20.6650817201833	-Inf	-0.0105820105820106	-0.0555555555555556
beat	offering	0	11	2	repulsion	-0.227453475249304	-20.6650817201833	-Inf	-0.0105820105820106	-0.0555555555555556
beat	opening	0	11	2	repulsion	-0.227453475249304	-20.6650817201833	-Inf	-0.0105820105820106	-0.0555555555555556
beat	reading	0	11	2	repulsion	-0.227453475249304	-20.6650817201833	-Inf	-0.0105820105820106	-0.0555555555555556
beat	saying	0	11	2	repulsion	-0.227453475249304	-20.6650817201833	-Inf	-0.0105820105820106	-0.0555555555555556
beat	tackling	0	11	2	repulsion	-0.227453475249304	-20.6650817201833	-Inf	-0.0105820105820106	-0.0555555555555556
beat	using	0	11	2	repulsion	-0.227453475249304	-20.6650817201833	-Inf	-0.0105820105820106	-0.0555555555555556
bamboozle	adopting	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	asserting	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	attempting	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	attending	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	autographing	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	backtracking	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	choosing	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	concluding	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	confronting	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	coughing	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	cutting	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	dealing	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	denouncing	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	denying	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	devaluing	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	endorsing	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	expanding	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	following	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	forgetting	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	granting	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	handing	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	holding	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	laying	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	letting	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	meeting	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	opting	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	parting	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	passing	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	producing	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	rallying	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	releasing	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	respecting	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	responding	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	retreating	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	running	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	saving	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	selling	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	sending	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	setting	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	settling	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	shelling	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	shovelling	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	spreading	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	standing	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	staying	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	stepping	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	stopping	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	stumping	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	supplying	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
bamboozle	supporting	0	25	1	repulsion	-0.267779632292902	-20.8035344133236	-Inf	-0.00571428571428571	-0.125628140703518
